Unique ID,Asset ID (Client),Parent Asset,Address,Level,Sub Location,Asset Category (L1),Asset Category (L2),Asset Category (L3),Asset Category (L4),Item Description,Condition Rating (0-5),Condition Rating Label,Photo 1,Photo 2,Quantity,Unit of Measurement,Width (mm),Depth (mm),Height (mm),Screen Size (inches),Make / Brand,Model,Serial Number,Asset Tag / Label,Colour / Finish,Comments / Recommendations,Unit Rate - RCN ($),Estimated Replacement Cost ($),Remaining Useful Life (%),Indemnity Value ($),Insurance Schedule Category,Effective Life (years),Cost Source
200590,,,,,,Information Technology,Display & Peripherals,Webcam,Conference 4K wide,"4K conference webcam, 120° FOV, dual mic",,,,,1,ea,,,,,Logitech,MX Brio 705,,,Black,,500,500,,375,Contents,4,"Source: Officeworks, approx AUD $499, 2025"
200591,,,,,,Information Technology,Display & Peripherals,Keyboard,Mechanical wireless,"Wireless mechanical keyboard, Cherry MX, backlit",,,,,1,ea,430,132,24,,Logitech,MX Keys S,,,Dark Grey,,200,200,,150,Contents,4,"Source: Officeworks, approx AUD $199, 2025"
200592,,,,,,Information Technology,Display & Peripherals,Mouse,Vertical ergonomic,"Vertical ergonomic mouse, wireless, 7-button",,,,,1,ea,79,74,120,,Logitech,MX Vertical,,,Graphite,,130,130,,97.5,Contents,4,"Source: Officeworks, approx AUD $129, 2025"
200593,,,,,,Information Technology,Display & Peripherals,Barcode Scanner,Handheld 2D,"Handheld 2D barcode scanner, USB, imager",,,,,1,ea,,,,,Zebra,DS4608,,,Black,,300,300,,225,Contents,5,"Source: Zebra AU, approx AUD $299, 2025"
200594,,,,,,Information Technology,Display & Peripherals,Barcode Scanner,Wireless 2D,"Wireless 2D barcode scanner, Bluetooth, cradle",,,,,1,ea,,,,,Zebra,DS8178,,,Black,,500,500,,375,Contents,5,"Source: Zebra AU, approx AUD $499, 2025"
200595,,,,,,Information Technology,Networking & Communications,Network Switch,Core layer 3,"L3 managed switch, 24-port SFP+, 10G",,,,,1,ea,440,242,44,,Cisco,CBS350-24S-4G,,,Black,,3500,3500,,2625,Contents,7,"Source: Winc, approx AUD $3499, 2025"
200596,,,,,,Information Technology,Networking & Communications,Wireless Access Point,Outdoor,"Outdoor Wi-Fi 6 access point, IP67, 4×4",,,,,1,ea,,,,,Cisco,CW9163I,,,White,,1800,1800,,1350,Contents,5,"Source: Winc, approx AUD $1799, 2025"
200597,,,,,,Information Technology,Networking & Communications,Firewall / Router,SOHO,"SOHO router/firewall, 1Gbps, VPN, 5-port",,,,,1,ea,,,,,Sophos,XGS87,,,Black,,900,900,,675,Contents,5,"Source: Sophos AU, approx AUD $899, 2025"
200598,,,,,,Information Technology,Networking & Communications,NAS (Network Storage),2-bay desktop,"2-bay NAS, RAID 1, 8TB usable, home/SOHO",,,,,1,ea,100,226,165,,Synology,DS223,,,Black,,550,550,,412.5,Contents,5,"Source: Synology AU, approx AUD $549, 2025"
200599,,,,,,Information Technology,Networking & Communications,PABX / IP PBX,Cloud-hybrid,"Cloud-hybrid PBX, 24 extensions, SIP trunk",,,,,1,ea,,,,,Yealink,P-Series P5 HS,,,Black,,3000,3000,,2250,Contents,7,"Source: Yealink AU, approx AUD $2999, 2025"
200600,,,,,,Information Technology,Networking & Communications,VoIP Phone,Conference,"IP conference phone, 360° mic, Bluetooth",,,,,1,ea,230,230,60,,Yealink,CP965,,,Black,,800,800,,600,Contents,5,"Source: Yealink AU, approx AUD $799, 2025"
200601,,,,,,Information Technology,Networking & Communications,VoIP Phone,DECT cordless,"DECT wireless IP phone, 10-hour talk time",,,,,1,ea,,,,,Yealink,W73P,,,Black,,300,300,,225,Contents,5,"Source: Yealink AU, approx AUD $299, 2025"
200602,,,,,,Information Technology,Networking & Communications,Patch Panel,48-port,"48-port Cat6A patch panel, angled, 2U rack",,,,,1,ea,482,95,88,,Netgear,NPP48UPS100,,,Black,,200,200,,150,Contents,10,"Source: Winc, approx AUD $199, 2025"
200603,,,,,,Information Technology,Networking & Communications,Network Rack,42U full-size,"42U full-size data cabinet, 800mm wide, glass door",,,,,1,ea,600,1070,2020,,APC,AR3150,,,Black,,2500,2500,,1875,Contents,15,"Source: Winc, approx AUD $2499, 2025"
200604,,,,,,Audio Visual,Display Systems,Flat Screen TV,"43""","43"" 4K Smart TV, HDR10, 3×HDMI",,,,,1,ea,,,,43,Samsung,QA43Q67D,,,Black,,750,750,,562.5,Contents,8,"Source: Harvey Norman, approx AUD $749, 2025"
200605,,,,,,Audio Visual,Display Systems,Flat Screen TV,"50""","50"" 4K UHD Smart TV, Google TV",,,,,1,ea,,,,50,Sony,KD-50X80L,,,Black,,1100,1100,,825,Contents,8,"Source: Harvey Norman, approx AUD $1099, 2025"
200606,,,,,,Audio Visual,Display Systems,Flat Screen TV,"55"" commercial","55"" commercial display, full HD, 18/7 rated",,,,,1,ea,,,,55,Samsung,QB55B,,,Black,,1800,1800,,1350,Contents,8,"Source: Samsung Business AU, approx AUD $1799, 2025"
200607,,,,,,Audio Visual,Display Systems,Projector,4000 lumen laser,"Laser projector, 4000 lumens, WUXGA, 20K hrs",,,,,1,ea,,,,,Epson,EB-L410U,,,White,,4500,4500,,3375,Contents,10,"Source: Epson AU, approx AUD $4499, 2025"
200608,,,,,,Audio Visual,Display Systems,Projector,Mini/portable,"Portable mini projector, 900 lumens, 1080p, HDMI/USB",,,,,1,ea,,,,,Anker,Nebula Cosmos Max,,,Black,,1200,1200,,900,Contents,5,"Source: JB Hi-Fi, approx AUD $1199, 2025"
200609,,,,,,Audio Visual,Display Systems,Projection Screen,Portable tripod 2m,"Tripod portable screen, 2m W, 16:9",,,,,1,ea,2000,,,,Screenline,Tripod 2m,,,White,,250,250,,187.5,Contents,8,"Source: AV distributor AU, approx AUD $249, 2025"
200610,,,,,,Audio Visual,Display Systems,Interactive Whiteboard,"86""","86"" interactive display, 4K, 20-touch, USB-C",,,,,1,ea,,,,86,Clevertouch,Impact Plus 86,,,Black,,8500,8500,,6375,Contents,7,"Source: Clevertouch AU, approx AUD $8499, 2025"
200611,,,,,,Audio Visual,Display Systems,Digital Signage Screen,"32""","32"" commercial digital signage, FHD, 24/7",,,,,1,ea,,,,32,LG,32SM5KE-B,,,Black,,1100,1100,,825,Contents,7,"Source: LG Business AU, approx AUD $1099, 2025"
200612,,,,,,Audio Visual,Display Systems,LED Video Wall,Direct view 2×3,"Direct view LED display system, fine pitch 1.5mm, 2×3m",,,,,1,ea,,,,,Absen,Acclaim 1.5,,,Black,,25000,25000,,18750,Contents,10,"Source: Absen AU distributor, approx AUD $24999, 2025"
200613,,,,,,Audio Visual,Video Conferencing,Video Bar (All-in-One),Huddle room,"Compact video bar, 4K, auto-framing, Zoom certified",,,,,1,ea,,,,,Jabra,PanaCast 50,,,Black,,3200,3200,,2400,Contents,5,"Source: Jabra AU, approx AUD $3199, 2025"
200614,,,,,,Audio Visual,Video Conferencing,PTZ Camera,IP streaming,"IP PTZ camera, 4K, 30×, NDI/HX, streaming",,,,,1,ea,,,,,Panasonic,AW-UE70,,,White,,5000,5000,,3750,Contents,5,"Source: Panasonic AU, approx AUD $4999, 2025"
200615,,,,,,Audio Visual,Video Conferencing,Conferencing Speakerphone,USB table,"Table USB speakerphone, 8-mic array, 360° pickup",,,,,1,ea,,,,,EPOS,EXPAND 40T,,,Black,,550,550,,412.5,Contents,4,"Source: EPOS AU, approx AUD $549, 2025"
200616,,,,,,Audio Visual,Video Conferencing,Video Conferencing Codec,Boardroom,"Boardroom kit with 4K camera, touch 10, codec",,,,,1,ea,,,,,Cisco,Room Kit Pro,,,Black,,18000,18000,,13500,Contents,5,"Source: Cisco AU, approx AUD $17999, 2025"
200617,,,,,,Audio Visual,Video Conferencing,Collaboration Touch Panel,"55"" room display","55"" room scheduling / booking display, Android",,,,,1,ea,,,,55,Logitech,Tap Scheduler,,,White,,1800,1800,,1350,Contents,5,"Source: Logitech AU, approx AUD $1799, 2025"
200618,,,,,,Audio Visual,Audio Systems,Ceiling Speaker,70V commercial,"70V/100V commercial ceiling speaker, 6W, white",,,,,1,ea,,,,,Bosch,LC4-PC30G-4,,,White,,250,250,,187.5,Contents,10,"Source: Bosch AU, approx AUD $249, 2025"
200619,,,,,,Audio Visual,Audio Systems,Amplifier,Class-D 4ch,"Class-D 4×250W commercial amplifier, DSP, Dante",,,,,1,ea,440,240,44,,Crown,DCi 4|300N,,,Black,,2000,2000,,1500,Contents,10,"Source: Crown AU, approx AUD $1999, 2025"
200620,,,,,,Audio Visual,Audio Systems,Wireless Microphone System,Conference table,"Wireless conference table mic system, multi-channel",,,,,1,ea,,,,,Shure,MXA910-A,,,Black,,2800,2800,,2100,Contents,8,"Source: Shure AU, approx AUD $2799, 2025"
200621,,,,,,Audio Visual,Audio Systems,Soundbar,Business certified,Teams-certified soundbar for meeting rooms,,,,,1,ea,,,,,Yealink,MSpeaker II,,,Black,,500,500,,375,Contents,5,"Source: Yealink AU, approx AUD $499, 2025"
200622,,,,,,Audio Visual,Audio Systems,AV Receiver / Amplifier,9.4ch,"9.4ch AV receiver, 4K, 11.2 pre-out, Auro-3D",,,,,1,ea,435,192,361,,Denon,AVR-X4800H,,,Black,,1800,1800,,1350,Contents,8,"Source: JB Hi-Fi, approx AUD $1799, 2025"
200623,,,,,,Audio Visual,AV Control & Distribution,AV Control System,Rack controller,"AV rack mount control system, 3-series, Ethernet",,,,,1,ea,440,310,44,,Crestron,CP4,,,Black,,5000,5000,,3750,Contents,8,"Source: Crestron AU, approx AUD $4999, 2025"
200624,,,,,,Audio Visual,AV Control & Distribution,AV Matrix Switcher,4×4 HDMI 4K,"4×4 HDMI matrix switcher, 4K@60Hz, HDR",,,,,1,ea,440,183,44,,Atlona,AT-UHD44M,,,Black,,1200,1200,,900,Contents,8,"Source: AV distributor AU, approx AUD $1199, 2025"
200625,,,,,,Audio Visual,AV Control & Distribution,Streaming / Presentation PC,4K media player,"Commercial 4K media player, Android, scheduled playback",,,,,1,ea,,,,,BrightSign,LS445,,,Black,,500,500,,375,Contents,5,"Source: BrightSign AU, approx AUD $499, 2025"
200626,,,,,,Audio Visual,AV Control & Distribution,HDMI Splitter,8-way,"8-way HDMI splitter, 4K@30Hz, HDCP",,,,,1,ea,220,100,30,,Generic,HDMI-SP8,,,Black,,200,200,,150,Contents,5,"Source: Scorptec, approx AUD $199, 2025"
200627,,,,,,Vehicles & Motorised Plant,Motor Vehicles,Passenger Car,Budget hatch,"Budget small hatch, 4cyl petrol, 5-door, manual",,,,,1,ea,3845,1735,1480,,Suzuki,Swift GL,,,White,,22000,22000,,16500,Motor Vehicle,8,"Source: Suzuki AU, approx AUD $21990, 2025"
200628,,,,,,Vehicles & Motorised Plant,Motor Vehicles,Passenger Car,Hybrid compact,"Compact hybrid sedan, 1.8L, self-charging",,,,,1,ea,4620,1780,1435,,Toyota,Corolla Ascent Sport Hybrid,,,White,,36000,36000,,27000,Motor Vehicle,8,"Source: Toyota AU, approx AUD $35990, 2025"
200629,,,,,,Vehicles & Motorised Plant,Motor Vehicles,SUV / 4WD,Compact SUV petrol,"Compact SUV, 2.5L petrol, AWD, 7-seat",,,,,1,ea,4600,1855,1685,,Toyota,RAV4 GXL,,,White,,50000,50000,,37500,Motor Vehicle,8,"Source: Toyota AU, approx AUD $49990, 2025"
200630,,,,,,Vehicles & Motorised Plant,Motor Vehicles,SUV / 4WD,Large diesel 7-seat,"Large diesel SUV, 2.8L turbo, 4WD, 7-seat",,,,,1,ea,4785,1815,1835,,Mitsubishi,Pajero Sport Exceed,,,White,,60000,60000,,45000,Motor Vehicle,8,"Source: Mitsubishi AU, approx AUD $59990, 2025"
200631,,,,,,Vehicles & Motorised Plant,Motor Vehicles,Utility Vehicle (Ute),4WD single cab tray,"Single-cab tray ute, diesel, 4WD, service body",,,,,1,ea,5370,1850,1810,,Mazda,BT-50 XT,,,White,,42000,42000,,31500,Motor Vehicle,8,"Source: Mazda AU, approx AUD $41990, 2025"
200632,,,,,,Vehicles & Motorised Plant,Motor Vehicles,Van / People Mover,SWB cargo van,"SWB cargo van, petrol, 5-speed",,,,,1,ea,4925,1915,1980,,Hyundai,iLoad SWB,,,White,,38000,38000,,28500,Motor Vehicle,10,"Source: Hyundai AU, approx AUD $37990, 2025"
200633,,,,,,Vehicles & Motorised Plant,Motor Vehicles,Electric Vehicle,EV van,"Electric cargo van, 150kW, 350km range",,,,,1,ea,5960,2000,2565,,LDV,EV DELIVER 9,,,White,,75000,75000,,56250,Motor Vehicle,10,"Source: LDV AU, approx AUD $74990, 2025"
200634,,,,,,Vehicles & Motorised Plant,Motorised Plant,Forklift,2t diesel counterbalance,"Diesel counterbalance forklift, 2t, 3m mast",,,,,1,ea,1150,2400,2100,,Hyster,H2.0XT,,,Yellow,,42000,42000,,31500,Plant & Equipment,10,"Source: Hyster AU, approx AUD $41990, 2025"
200635,,,,,,Vehicles & Motorised Plant,Motorised Plant,Pallet Jack (Electric),High-lift walkie,"High-lift electric pallet stacker, 1t, 1.6m lift",,,,,1,ea,760,1400,1800,,Crown,SHR 5700,,,Blue,,9500,9500,,7125,Plant & Equipment,8,"Source: Crown Equipment AU, approx AUD $9499, 2025"
200636,,,,,,Vehicles & Motorised Plant,Motorised Plant,Scissor Lift,14m rough terrain,"Rough terrain scissor lift, 14m, 680kg, diesel",,,,,1,ea,2440,3660,2390,,JLG,4394RT,,,Yellow,,75000,75000,,56250,Plant & Equipment,12,"Source: JLG AU, approx AUD $74990, 2025"
200637,,,,,,Vehicles & Motorised Plant,Motorised Plant,Generator (Portable),3.5kVA petrol inverter,"Inverter generator, 3.5kVA, silent run, pure sine",,,,,1,ea,640,540,450,,Honda,EU35i,,,Red,,2500,2500,,1875,Plant & Equipment,8,"Source: Honda AU, approx AUD $2499, 2025"
200638,,,,,,Vehicles & Motorised Plant,Motorised Plant,Generator (Standby),100kVA diesel,"Standby diesel generator, 100kVA, 3-phase, canopy",,,,,1,ea,3200,1200,2000,,Cummins,C100D5H,,,Yellow/Green,,75000,75000,,56250,Plant & Equipment,15,"Source: Cummins AU, approx AUD $74990, 2025"
200639,,,,,,Vehicles & Motorised Plant,Motorised Plant,Walk-behind Mower,Petrol mulching,"Commercial petrol mulching mower, 22"" cut",,,,,1,ea,570,480,990,,Honda,HRX537HY,,,Red,,1800,1800,,1350,Plant & Equipment,7,"Source: Bunnings, approx AUD $1799, 2025"
200640,,,,,,Vehicles & Motorised Plant,Motorised Plant,Ride-on Sweeper,Industrial vacuum sweeper,"Industrial vacuum ride-on sweeper, 2t, diesel",,,,,1,ea,1640,2710,2130,,Tennant,8400 XP,,,Orange,,55000,55000,,41250,Plant & Equipment,10,"Source: Tennant AU, approx AUD $54990, 2025"
200641,,,,,,Vehicles & Motorised Plant,Motorised Plant,Golf Cart / EV Buggy,Hospital porter buggy,"Hospital porter / patient transport buggy, electric",,,,,1,ea,2200,1200,1600,,Generic,Med Buggy,,,White,,15000,15000,,11250,Plant & Equipment,8,"Source: Healthcare transport AU, approx AUD $14990, 2025"
200642,,,,,,Vehicles & Motorised Plant,Motorised Plant,High-Pressure Cleaner,Industrial hot water skid,"Industrial hot water pressure washer, skid mount, diesel",,,,,1,ea,1800,900,1200,,Karcher,HDS 14/20-4,,,Yellow,,15000,15000,,11250,Plant & Equipment,8,"Source: Karcher AU, approx AUD $14990, 2025"
200643,,,,,,Vehicles & Motorised Plant,Motorised Plant,Boom Lift (Cherry Picker),6m compact,"Self-propelled compact boom lift, 6m, electric",,,,,1,ea,1800,3560,2060,,Genie,Z-34/22,,,Yellow,,38000,38000,,28500,Plant & Equipment,10,"Source: Genie AU, approx AUD $37990, 2025"
200644,,,,,,Vehicles & Motorised Plant,Motorised Plant,Forklift,1t reach truck,"Electric reach truck, 1t, 6m lift, narrow aisle",,,,,1,ea,,,,,Crown,RR 5700,,,Red,,35000,35000,,26250,Plant & Equipment,10,"Source: Crown Equipment AU, approx AUD $34990, 2025"
200645,,,,,,Vehicles & Motorised Plant,Motorised Plant,Generator (Portable),15kVA diesel trailer,"15kVA trailer-mounted diesel generator, 3-phase, automatic",,,,,1,ea,,,,,Pramac,E15000,,,Yellow,,12000,12000,,9000,Plant & Equipment,10,"Source: Generator World AU, approx AUD $11990, 2025"
200646,,,,,,Safes & Storage,Safes,Cash / Petty Cash Safe,Countertop mini,"Mini cash safe, 8L, digital, anti-tamper",,,,,1,ea,200,250,170,,Guardall,GD08,,,Grey,,220,220,,165,Contents,15,"Source: Buy A Safe AU, approx AUD $219, 2025"
200647,,,,,,Safes & Storage,Safes,Cash / Petty Cash Safe,120L high capacity,"High capacity cash safe, 120L, electronic lock, re-locker",,,,,1,ea,430,560,500,,Chubb,DPC 120,,,Grey,,1500,1500,,1125,Contents,15,"Source: Precision Safes AU, approx AUD $1499, 2025"
200648,,,,,,Safes & Storage,Safes,Deposit Safe,Dual-door,"Dual-door deposit safe, 80L, cash+coin capacity",,,,,1,ea,340,460,720,,Guardall,GDD80,,,Grey,,1200,1200,,900,Contents,15,"Source: Buy A Safe AU, approx AUD $1199, 2025"
200649,,,,,,Safes & Storage,Safes,Drug / Narcotic Safe,S2 wall mount,"Drug safe, S2, wall-mount, dual key",,,,,1,ea,200,250,250,,Chubb,Narcotic WM S2,,,White,,900,900,,675,Contents,15,"Source: Precision Safes AU, approx AUD $899, 2025"
200650,,,,,,Safes & Storage,Safes,Fire Safe,Media/data safe,"Data/media safe, 1hr fire, 60°C interior limit",,,,,1,ea,300,380,300,,Chubb,Data 30,,,Grey,,1500,1500,,1125,Contents,15,"Source: Buy A Safe AU, approx AUD $1499, 2025"
200651,,,,,,Safes & Storage,Safes,Floor Safe,Burglary rated B1,"In-floor safe, B1 burglary, combination lock, 20L",,,,,1,ea,350,350,180,,Guardall,FS20-B1,,,Grey,,1800,1800,,1350,Contents,15,"Source: Buy A Safe AU, approx AUD $1799, 2025"
200652,,,,,,Safes & Storage,Safes,Wall Safe,Digital keypad,"Wall safe, digital keypad, 15L, stud mount",,,,,1,ea,350,250,250,,Guardall,WS15D,,,Grey,,450,450,,337.5,Contents,15,"Source: Buy A Safe AU, approx AUD $449, 2025"
200653,,,,,,Safes & Storage,Safes,Gun / Firearm Safe,Pistol safe biometric,Biometric quick-access pistol safe,,,,,1,ea,300,220,85,,Hornady,Rapid Safe 2700,,,Black,,500,500,,375,Contents,10,"Source: Firearms AU, approx AUD $499, 2025"
200654,,,,,,Safes & Storage,Safes,Laptop / IT Security Safe,6-unit,"Laptop/device safe, 6-unit, ventilated, charging outlets",,,,,1,ea,450,550,430,,Datamation,DS-LKN-6,,,Black,,600,600,,450,Contents,10,"Source: Winc, approx AUD $599, 2025"
200655,,,,,,Safes & Storage,Safes,Key Cabinet Safe,200-hook managed,"Key management system, 200-hook, RFID access, audit",,,,,1,ea,400,110,1000,,Traka,Traka210,,,White,,5000,5000,,3750,Contents,10,"Source: Traka AU, approx AUD $4999, 2025"
200656,,,,,,Safes & Storage,Safes,Cash / Petty Cash Safe,Underdesk bolted,"Under-desk cash safe, 30L, bolt-down, key lock",,,,,1,ea,300,380,300,,Guardall,GD30B,,,Grey,,480,480,,360,Contents,15,"Source: Buy A Safe AU, approx AUD $479, 2025"
200657,,,,,,Safes & Storage,Safes,Fire Safe,Home/office 30L,"Home/office fire safe, 1hr rating, 30L, digital",,,,,1,ea,360,350,330,,Chubb,Home 30 Fire,,,Grey,,650,650,,487.5,Contents,15,"Source: Harvey Norman, approx AUD $649, 2025"
200658,,,,,,Safes & Storage,Safes,Deposit Safe,Rotary drum,"Rotary drum deposit safe, 20L, stainless drum, anti-fish",,,,,1,ea,300,380,550,,Chubb,Rotary D20,,,Grey,,950,950,,712.5,Contents,15,"Source: Buy A Safe AU, approx AUD $949, 2025"
200659,,,,,,Safes & Storage,Safes,Gun / Firearm Safe,24-gun premium,"Premium firearm safe, 24 rifles/handguns, 3-hour fire rating",,,,,1,ea,760,590,1500,,Rhino,Ironworks 5928F,,,Black,,4500,4500,,3375,Contents,20,"Source: Firearms AU, approx AUD $4499, 2025"
200660,,,,,,Safes & Storage,Safes,Cash / Petty Cash Safe,Pharmacy dispensary,"Pharmacy dispensary safe, 60L, restricted access, audit log",,,,,1,ea,350,450,380,,Chubb,Pharma Safe,,,White,,2000,2000,,1500,Contents,15,"Source: Precision Safes AU, approx AUD $1999, 2025"
200661,,,,,,Safes & Storage,Safes,Key Cabinet Safe,25-hook,"Key cabinet, 25-hook, key lock, white",,,,,1,ea,180,80,270,,Kaba Mas,Key 25,,,White,,150,150,,112.5,Contents,15,"Source: Winc, approx AUD $149, 2025"
200662,,,,,,Safes & Storage,Safes,Fire Safe,Underfloor data,"Underfloor data safe, fire/water rated, for server rooms",,,,,1,ea,600,600,300,,Kaba,Underfloor Data,,,Black,,3500,3500,,2625,Contents,20,"Source: Precision Safes AU, approx AUD $3499, 2025"
200663,,,,,,Office Equipment,Mail & Document,Shredder,Strip-cut high capacity,"Strip-cut shredder, high capacity, 30L bin, 18 sheets",,,,,1,ea,270,410,570,,Rexel,Auto+ 300X,,,Black,,350,350,,262.5,Contents,5,"Source: Officeworks, approx AUD $349, 2025"
200664,,,,,,Office Equipment,Mail & Document,Laminator,A4 commercial,"Commercial A4 laminator, 80/125/250 micron, auto-heat",,,,,1,ea,365,80,55,,Fellowes,Venus A4,,,Black,,180,180,,135,Contents,5,"Source: Officeworks, approx AUD $179, 2025"
200665,,,,,,Office Equipment,Mail & Document,Franking Machine,High volume,"High-volume digital franking machine, weigh platform",,,,,1,ea,,,,,Pitney Bowes,SendPro+,,,Grey,,5000,5000,,3750,Contents,5,"Source: Pitney Bowes AU, approx AUD $4999, 2025"
200666,,,,,,Office Equipment,Mail & Document,Label Printer,Barcode thermal transfer,"Thermal transfer barcode label printer, 203dpi, 4"" wide",,,,,1,ea,,,,,Zebra,ZD421,,,Grey,,700,700,,525,Contents,5,"Source: Zebra AU, approx AUD $699, 2025"
200667,,,,,,Office Equipment,Presentation,Flip Chart Easel,Mobile whiteboard easel,Mobile double-sided whiteboard easel 900×600mm,,,,,1,ea,,,1800,,Visionchart,Mobile Easel,,,White,,350,350,,262.5,Contents,8,"Source: Officeworks, approx AUD $349, 2025"
200668,,,,,,Office Equipment,Presentation,Lectern / Podium,Height adjustable,"Height-adjustable steel lectern, A4 surface, mic slot",,,,,1,ea,500,500,1250,,Generic,Adjustable Lectern,,,Black,,400,400,,300,Contents,10,"Source: AV distributor AU, approx AUD $399, 2025"
200669,,,,,,Office Equipment,Presentation,Projection Trolley,Lockable AV trolley,"Lockable AV/laptop trolley with power strip, castors",,,,,1,ea,700,530,1250,,Balt,Balt Locking Cart,,,Black,,500,500,,375,Contents,8,"Source: AV distributor AU, approx AUD $499, 2025"
200670,,,,,,Office Equipment,Security,Cash Register,Self-service kiosk,"Self-service payment kiosk, touch screen, EFTPOS",,,,,1,ea,,,,,NCR,CX7,,,Black,,4000,4000,,3000,Contents,5,"Source: NCR AU, approx AUD $3999, 2025"
200671,,,,,,Office Equipment,Security,ID Card Printer,Retransfer double-side,"Retransfer dual-side ID printer, 300dpi, Ethernet",,,,,1,ea,,,,,Fargo,HDPii Plus,,,Grey,,3500,3500,,2625,Contents,5,"Source: HID Global AU, approx AUD $3499, 2025"
200672,,,,,,Office Equipment,Security,EFTPOS / Payment Terminal,Unattended kiosk,"Unattended payment terminal, 7"" screen, NFC, PIN",,,,,1,ea,,,,,Verifone,MX925,,,Black,,2000,2000,,1500,Contents,4,"Source: Verifone AU, approx AUD $1999, 2025"
200673,,,,,,Medical & First Aid,Medical Equipment,Examination Table,Massage table,"Portable massage/treatment table, aluminium, padded",,,,,1,ea,183,71,76,,EarthLite,Harmony DX,,,White,,600,600,,450,Contents,8,"Source: Massage table AU, approx AUD $599, 2025"
200674,,,,,,Medical & First Aid,Medical Equipment,Medical Trolley,Medication trolley,"Medication dispensing trolley with drawers, locking",,,,,1,ea,550,450,960,,Generic,MedTrolley,,,White,,1200,1200,,900,Plant & Equipment,10,"Source: Medshop AU, approx AUD $1199, 2025"
200675,,,,,,Medical & First Aid,Medical Equipment,Blood Pressure Monitor,Mercury sphygmomanometer replacement,"Aneroid sphygmomanometer, calibrated, desk stand",,,,,1,ea,,,,,Riester,Big Ben,,,Black,,350,350,,262.5,Contents,8,"Source: Medshop AU, approx AUD $349, 2025"
200676,,,,,,Medical & First Aid,Medical Equipment,Nebuliser,Ultrasonic mesh,"Portable mesh nebuliser, silent, USB charge",,,,,1,ea,,,,,OMRON,MicroAIR U100,,,White,,300,300,,225,Contents,5,"Source: Chemist Warehouse AU, approx AUD $299, 2025"
200677,,,,,,Medical & First Aid,Medical Equipment,Wheelchair,Electric power,"Electric power wheelchair, 6km/h, joystick, 120kg",,,,,1,ea,,,,,Pride,Jazzy 600 ES,,,Black,,4500,4500,,3375,Contents,7,"Source: Medshop AU, approx AUD $4499, 2025"
200678,,,,,,Medical & First Aid,Medical Equipment,Height/Weight Scale,BMI scale,"BMI/body composition scale, Wi-Fi, 180kg",,,,,1,ea,,,,,Seca,mBCA 515,,,White,,3500,3500,,2625,Contents,10,"Source: Seca AU, approx AUD $3499, 2025"
200679,,,,,,Medical & First Aid,Medical Equipment,Pulse Oximeter,Table-top,"Table-top pulse oximeter, large display, alarm",,,,,1,ea,,,,,Nellcor,N-595,,,White,,900,900,,675,Contents,5,"Source: Medshop AU, approx AUD $899, 2025"
200680,,,,,,Medical & First Aid,First Aid,AED (Defibrillator),Outdoor cabinet,"Heated outdoor AED cabinet, 24/7, audible alarm",,,,,1,ea,,,,,Generic,AED Outdoor Cab,,,White/Green,,600,600,,450,Contents,15,"Source: Defibshop AU, approx AUD $599, 2025"
200681,,,,,,Medical & First Aid,Medical Equipment,Autoclave / Steriliser,Class B 29L,"Class B autoclave, 29L, USB data export",,,,,1,ea,600,440,260,,Euronda,E10,,,White,,8500,8500,,6375,Plant & Equipment,10,"Source: Euronda AU, approx AUD $8499, 2025"
200682,,,,,,Medical & First Aid,Medical Equipment,Refrigerator (Medical),Drug fridge 60L,"Drug refrigerator, 60L, alarmed, GMP compliant",,,,,1,ea,490,480,650,,Vestfrost,MKF60,,,White,,1500,1500,,1125,Plant & Equipment,10,"Source: Vestfrost AU, approx AUD $1499, 2025"
200683,,,,,,Fitness & Recreation,Cardio Equipment,Stair Climber,Step mill,"Step mill / StairMaster, commercial, 4% grade",,,,,1,ea,600,1170,1700,,Life Fitness,Elevation ST,,,Black,,8000,8000,,6000,Contents,10,"Source: Commercial Fitness Equipment AU, approx AUD $7999, 2025"
200684,,,,,,Fitness & Recreation,Strength Equipment,Cable Machine (Functional Trainer),Wall mount,"Wall-mount cable station, 60kg stack × 2",,,,,1,ea,600,300,2100,,Fitness Ware,WM-FT200,,,Black,,1800,1800,,1350,Contents,12,"Source: Compound Fitness AU, approx AUD $1799, 2025"
200685,,,,,,Fitness & Recreation,Strength Equipment,Barbell / Rack,EZ curl bar set,EZ curl barbell + plates 30kg + stand,,,,,1,set,,,,,Bodycraft,EZ Set,,,Black/Chrome,,500,500,,375,Contents,10,"Source: Rebel Sport, approx AUD $499, 2025"
200686,,,,,,Fitness & Recreation,Strength Equipment,Gym Machine Plate Loaded,Chest press,"Plate-loaded chest press machine, dual arm",,,,,1,ea,1420,1680,1550,,Hammer Strength,MG-CLP,,,Black,,3500,3500,,2625,Contents,15,"Source: Compound Fitness AU, approx AUD $3499, 2025"
200687,,,,,,Fitness & Recreation,Recreation,Air Hockey Table,Compact,"Compact air hockey table, 4-foot, home use",,,,,1,ea,1250,660,785,,Generic,AH-4FT,,,Blue,,450,450,,337.5,Contents,8,"Source: iFun AU, approx AUD $449, 2025"
